ChemicalName,DiseaseName,output,dataset,chemicalname
"2-amino-3,8-dimethylimidazo(4,5-f)quinoxaline",Stomach Neoplasms,2.422215700149536,test,"2-amino-3,8-dimethylimidazo(4,5-f)quinoxaline"
Sucrose,Breast Neoplasms,2.421615600585937,test,sucrose
Clonazepam,Thyroid Neoplasms,2.421591281890869,test,clonazepam
Dehydroepiandrosterone,Colonic Neoplasms,2.421557664871216,test,dehydroepiandrosterone
2-aminofluorene,Lung Neoplasms,2.4215221405029297,test,2-aminofluorene
Hexachlorocyclohexane,Colonic Neoplasms,2.421196937561035,test,hexachlorocyclohexane
Cefazolin,Stomach Neoplasms,2.421107292175293,test,cefazolin
Felbamate,Lung Neoplasms,2.4210448265075684,test,felbamate
Dronabinol,Urinary Bladder Neoplasms,2.420923948287964,test,dronabinol
Enalapril,Testicular Neoplasms,2.4204721450805664,test,enalapril
Zoledronic Acid,Glioblastoma,2.4203786849975586,test,zoledronic acid
coenzyme Q10,Breast Neoplasms,2.420112371444702,test,coenzyme q10
Tacrolimus,Adenocarcinoma of Lung,2.4199864864349365,test,tacrolimus
Tenofovir,Breast Neoplasms,2.419591188430786,test,tenofovir
Dichlorvos,Pancreatic Neoplasms,2.419519424438477,test,dichlorvos
Amifostine,Breast Neoplasms,2.419365167617798,train,amifostine
Cocaine,Adenocarcinoma of Lung,2.4192190170288086,test,cocaine
Pregnenolone Carbonitrile,Stomach Neoplasms,2.419083833694458,test,pregnenolone carbonitrile
Podophyllotoxin,Breast Neoplasms,2.4187803268432617,test,podophyllotoxin
Miconazole,Lung Neoplasms,2.418776512145996,test,miconazole
Semustine,Melanoma,2.4185733795166016,test,semustine
Dextropropoxyphene,Breast Neoplasms,2.418452262878418,test,dextropropoxyphene
beta Carotene,Stomach Neoplasms,2.418399810791016,test,beta carotene
Dicamba,Lung Neoplasms,2.418088436126709,test,dicamba
Soman,Ovarian Neoplasms,2.4180567264556885,test,soman
Iproniazid,Urinary Bladder Neoplasms,2.41740345954895,test,iproniazid
Prednisone,"Carcinoma, Ovarian Epithelial",2.4170327186584477,test,prednisone
Triamcinolone,Uterine Cervical Neoplasms,2.416815757751465,test,triamcinolone
Prochlorperazine,Small Cell Lung Carcinoma,2.416687488555908,test,prochlorperazine
"Lidocaine, Prilocaine Drug Combination",Colonic Neoplasms,2.4165568351745605,test,"lidocaine, prilocaine drug combination"
perfluorodecanoic acid,Lung Neoplasms,2.416537046432495,test,perfluorodecanoic acid
Fenretinide,Urinary Bladder Neoplasms,2.4164414405822754,train,fenretinide
efavirenz,Lung Neoplasms,2.4163930416107178,test,efavirenz
FDE protocol,Breast Neoplasms,2.4162659645080566,test,fde protocol
Endosulfan,Urinary Bladder Neoplasms,2.4161434173583984,test,endosulfan
Thalidomide,Mesothelioma,2.4161157608032227,train,thalidomide
2-nitrotoluene,Stomach Neoplasms,2.41593074798584,test,2-nitrotoluene
Diuron,Urinary Bladder Neoplasms,2.4158248901367188,train,diuron
AICA ribonucleotide,Lung Neoplasms,2.415714740753174,test,aica ribonucleotide
Disulfiram,Uterine Cervical Neoplasms,2.4156434535980225,test,disulfiram
Vitamin B 12,Adenocarcinoma of Lung,2.4154438972473145,val,vitamin b 12
Vitamin E,"Carcinoma, Non-Small-Cell Lung",2.4152815341949463,test,vitamin e
zafirlukast,Thyroid Neoplasms,2.415133476257324,test,zafirlukast
Diazepam,Thyroid Neoplasms,2.4149794578552246,test,diazepam
Etodolac,"Carcinoma, Hepatocellular",2.414389133453369,test,etodolac
Theophylline,"Sarcoma, Experimental",2.414294004440308,test,theophylline
CEF regimen,Breast Neoplasms,2.414235115051269,train,cef regimen
Isotretinoin,Mesothelioma,2.4138951301574707,test,isotretinoin
Buthionine Sulfoximine,Breast Neoplasms,2.413539409637451,test,buthionine sulfoximine
Diltiazem,Lung Neoplasms,2.413102149963379,test,diltiazem
hydrocortisone acetate,Lung Neoplasms,2.412626028060913,test,hydrocortisone acetate
Propranolol,Esophageal Neoplasms,2.4126081466674805,test,propranolol
Imipramine,Colonic Neoplasms,2.4125304222106934,test,imipramine
Pravastatin,Small Cell Lung Carcinoma,2.412415027618408,test,pravastatin
Amlodipine,Melanoma,2.4116427898406982,test,amlodipine
Mechlorethamine,Breast Neoplasms,2.4113690853118896,test,mechlorethamine
Cardiovascular Agents,Urinary Bladder Neoplasms,2.4112696647644043,test,cardiovascular agents
Homovanillic Acid,Melanoma,2.4111714363098145,test,homovanillic acid
Valproic Acid,"Sarcoma, Synovial",2.410874843597412,test,valproic acid
Dehydroepiandrosterone,Melanoma,2.4107446670532227,test,dehydroepiandrosterone
Quinacrine,Breast Neoplasms,2.410726547241211,test,quinacrine
Leucovorin,Mesothelioma,2.410452365875244,test,leucovorin
Lorazepam,Urinary Bladder Neoplasms,2.4100589752197266,test,lorazepam
tiazofurin,"Carcinoma, Hepatocellular",2.4100146293640137,test,tiazofurin
Sulfur Dioxide,Lung Neoplasms,2.409956693649292,train,sulfur dioxide
NAD,Lung Neoplasms,2.4095966815948486,test,nad
Glycerol,Thyroid Neoplasms,2.4095115661621094,test,glycerol
carmofur,Colonic Neoplasms,2.408862590789795,test,carmofur
Isradipine,Melanoma,2.408746719360352,test,isradipine
Dienestrol,Uterine Cervical Neoplasms,2.408564567565918,train,dienestrol
tamibarotene,Lung Neoplasms,2.4085278511047363,test,tamibarotene
"1,3-butylene glycol",Pancreatic Neoplasms,2.4084644317626958,test,"1,3-butylene glycol"
Diflunisal,Urinary Bladder Neoplasms,2.4082839488983154,train,diflunisal
Eicosapentaenoic Acid,Lung Neoplasms,2.4081125259399414,test,eicosapentaenoic acid
Carbaryl,Breast Neoplasms,2.4080395698547363,test,carbaryl
Sulpiride,Small Cell Lung Carcinoma,2.4078714847564697,test,sulpiride
Lisinopril,Thyroid Neoplasms,2.4078664779663086,test,lisinopril
Folic Acid,Uterine Cervical Neoplasms,2.407787799835205,test,folic acid
netobimin,Breast Neoplasms,2.4076967239379883,test,netobimin
Decitabine,Ovarian Neoplasms,2.407517433166504,train,decitabine
emoxypine succinate,Breast Neoplasms,2.407341480255127,test,emoxypine succinate
Cyclophosphamide,"Carcinoma, Ovarian Epithelial",2.4072654247283936,val,cyclophosphamide
Alprazolam,Urinary Bladder Neoplasms,2.40700364112854,train,alprazolam
Irbesartan,"Carcinoma, Hepatocellular",2.406525135040283,test,irbesartan
Phenolphthalein,Lung Neoplasms,2.406350612640381,test,phenolphthalein
chlorobromofosfamide,Urinary Bladder Neoplasms,2.406022548675537,test,chlorobromofosfamide
Tamoxifen,Glioblastoma,2.405937671661377,test,tamoxifen
diphenylarsinic acid,Breast Neoplasms,2.405649185180664,test,diphenylarsinic acid
Thiotepa,Glioblastoma,2.405644178390503,test,thiotepa
Metronidazole,Squamous Cell Carcinoma of Head and Neck,2.4054527282714844,test,metronidazole
amcinonide,Breast Neoplasms,2.4050660133361816,test,amcinonide
naringin,Uterine Cervical Neoplasms,2.40432071685791,train,naringin
Quinoxalines,Breast Neoplasms,2.403753757476806,test,quinoxalines
Dichlorvos,Colonic Neoplasms,2.403714179992676,test,dichlorvos
remdesivir,Stomach Neoplasms,2.403647899627685,test,remdesivir
dehydroacetic acid,Breast Neoplasms,2.4036436080932617,test,dehydroacetic acid
"1-amino-2,4-dibromoanthraquinone",Melanoma,2.403640031814575,test,"1-amino-2,4-dibromoanthraquinone"
"4-amino-2,6-dinitrotoluene",Lung Neoplasms,2.403482437133789,train,"4-amino-2,6-dinitrotoluene"
Cephradine,Breast Neoplasms,2.403481960296631,test,cephradine
Paclitaxel,Adenocarcinoma of Lung,2.403374671936035,train,paclitaxel
Toremifene,Melanoma,2.403266906738281,test,toremifene
"Piperacillin, Tazobactam Drug Combination",Melanoma,2.403139591217041,test,"piperacillin, tazobactam drug combination"
Carmustine,Glioblastoma,2.403009414672852,train,carmustine
Etoposide,Thyroid Neoplasms,2.4029645919799805,test,etoposide
Naloxone,"Carcinoma, Hepatocellular",2.4024033546447754,test,naloxone
"3-amino-1-methyl-5H-pyrido(4,3-b)indole",Ovarian Neoplasms,2.402277946472168,test,"3-amino-1-methyl-5h-pyrido(4,3-b)indole"
Sirolimus,Pancreatic Neoplasms,2.4020979404449463,test,sirolimus
Penicillin G Benzathine,Lung Neoplasms,2.401998996734619,val,penicillin g benzathine
succinyladenosine,Ovarian Neoplasms,2.4015746116638184,test,succinyladenosine
Limonene,Breast Neoplasms,2.4009323120117188,train,limonene
Propranolol,Stomach Neoplasms,2.40028715133667,test,propranolol
Cinoxacin,Urinary Bladder Neoplasms,2.399910926818848,test,cinoxacin
Alprostadil,"Sarcoma, Experimental",2.399876117706299,test,alprostadil
Clozapine,Thyroid Neoplasms,2.3993821144104004,test,clozapine
Morphine,Stomach Neoplasms,2.399271011352539,test,morphine
deoxynivalenol,Stomach Neoplasms,2.398491382598877,test,deoxynivalenol
Tretinoin,"Carcinoma, Lewis Lung",2.3984181880950928,test,tretinoin
brevetoxin,Lung Neoplasms,2.398195743560791,test,brevetoxin
Chlorambucil,Melanoma,2.3980367183685303,test,chlorambucil
Doxepin,Colonic Neoplasms,2.398007392883301,test,doxepin
Cisapride,Lung Neoplasms,2.3980040550231934,test,cisapride
"4-amino-2,6-dinitrotoluene",Colonic Neoplasms,2.397993564605713,test,"4-amino-2,6-dinitrotoluene"
Amitriptyline,Stomach Neoplasms,2.397907495498657,test,amitriptyline
Acetaminophen,"Carcinoma, Non-Small-Cell Lung",2.3978190422058105,test,acetaminophen
Estrogens,Small Cell Lung Carcinoma,2.39773941040039,test,estrogens
pyrazolanthrone,Lung Neoplasms,2.397634983062744,test,pyrazolanthrone
Netilmicin,Breast Neoplasms,2.3970541954040527,test,netilmicin
pregnenolone sulfate,Breast Neoplasms,2.3967738151550293,test,pregnenolone sulfate
Chlorpyrifos,Pancreatic Neoplasms,2.3965797424316406,test,chlorpyrifos
Catechin,Melanoma,2.3965611457824707,test,catechin
obeticholic acid,Ovarian Neoplasms,2.396305561065674,test,obeticholic acid
Carmustine,Pancreatic Neoplasms,2.3960413932800293,val,carmustine
Prednisolone,Sarcoma 180,2.3955836296081543,test,prednisolone
Indapamide,"Carcinoma, Hepatocellular",2.3955769538879395,test,indapamide
Pergolide,Urinary Bladder Neoplasms,2.394610643386841,test,pergolide
Erythromycin Ethylsuccinate,Melanoma,2.3943774700164795,test,erythromycin ethylsuccinate
Testosterone Propionate,"Carcinoma, Hepatocellular",2.394002914428711,train,testosterone propionate
Mustard Gas,Stomach Neoplasms,2.393589973449707,test,mustard gas
Dihydrotachysterol,Breast Neoplasms,2.3934617042541504,test,dihydrotachysterol
Phenazocine,Breast Neoplasms,2.393394470214844,test,phenazocine
"1,7-dimethylxanthine",Lung Neoplasms,2.393133640289306,test,"1,7-dimethylxanthine"
Chlorpyrifos,Sarcoma,2.392502784729004,test,chlorpyrifos
Quinapril,Melanoma,2.392319440841675,test,quinapril
Citalopram,Pheochromocytoma,2.3923113346099854,test,citalopram
Benzo(a)pyrene,Pancreatic Neoplasms,2.3922905921936035,test,benzo(a)pyrene
galangin,Ovarian Neoplasms,2.392289161682129,test,galangin
Erythromycin,Small Cell Lung Carcinoma,2.3918662071228027,test,erythromycin
Diosmin,Stomach Neoplasms,2.391533851623535,test,diosmin
Mepivacaine,Stomach Neoplasms,2.39138126373291,test,mepivacaine
HU 211,Urinary Bladder Neoplasms,2.391085624694824,test,hu 211
"2,3',4,4',5-pentachlorobiphenyl",Colonic Neoplasms,2.390589714050293,test,"2,3',4,4',5-pentachlorobiphenyl"
palbociclib,Breast Neoplasms,2.390498638153076,val,palbociclib
3-acetylpyridine,Lung Neoplasms,2.3903465270996094,test,3-acetylpyridine
Acetazolamide,Ovarian Neoplasms,2.38995623588562,test,acetazolamide
Dihydroergocryptine,Breast Neoplasms,2.389894485473633,test,dihydroergocryptine
Acyclovir,Glioblastoma,2.388501644134521,test,acyclovir
Indomethacin,"Carcinoma, Lewis Lung",2.388395309448242,train,indomethacin
Fluorouracil,"Sarcoma, Experimental",2.388357400894165,test,fluorouracil
adrenocorticotropin zinc,Lung Neoplasms,2.387826442718506,test,adrenocorticotropin zinc
Methyltestosterone,Urinary Bladder Neoplasms,2.3875136375427246,test,methyltestosterone
Disopyramide,Colonic Neoplasms,2.3872523307800293,test,disopyramide
Orotic Acid,Lung Neoplasms,2.3872013092041016,test,orotic acid
Dichlorvos,Ovarian Neoplasms,2.3870794773101807,test,dichlorvos
Tobramycin,Mesothelioma,2.3869309425354004,test,tobramycin
naratriptan,Breast Neoplasms,2.3860011100769043,test,naratriptan
Methohexital,Breast Neoplasms,2.385869026184082,test,methohexital
Albuterol,Melanoma,2.385704517364502,test,albuterol
Cannabidiol,Ovarian Neoplasms,2.385622024536133,test,cannabidiol
VO-OHpic,Breast Neoplasms,2.385175943374634,test,vo-ohpic
Methylnitrosourea,Melanoma,2.385128736495972,test,methylnitrosourea
propylene dichloride,Pancreatic Neoplasms,2.384974479675293,test,propylene dichloride
Cinoxacin,Stomach Neoplasms,2.38495135307312,test,cinoxacin
ABVD protocol,Breast Neoplasms,2.384253978729248,test,abvd protocol
Aminopyrine,Melanoma,2.383928775787353,test,aminopyrine
"4,4'-Diisothiocyanostilbene-2,2'-Disulfonic Acid",Breast Neoplasms,2.383610725402832,test,"4,4'-diisothiocyanostilbene-2,2'-disulfonic acid"
Mycophenolic Acid,"Carcinoma, Ovarian Epithelial",2.3831944465637207,test,mycophenolic acid
butralin,Lung Neoplasms,2.3830316066741943,test,butralin
Naproxen,Sarcoma,2.382899761199951,test,naproxen
Tolbutamide,Breast Neoplasms,2.382692337036133,test,tolbutamide
"1,3-dichloro-2-propanol",Lung Neoplasms,2.382483959197998,test,"1,3-dichloro-2-propanol"
succinyladenosine,Colonic Neoplasms,2.3817477226257324,test,succinyladenosine
palbinone,Colonic Neoplasms,2.381596326828003,test,palbinone
Apigenin,Urinary Bladder Neoplasms,2.3813014030456543,test,apigenin
dabrafenib,Urinary Bladder Neoplasms,2.3812835216522217,test,dabrafenib
Milrinone,Breast Neoplasms,2.3810863494873047,test,milrinone
Hydroxocobalamin,Lung Neoplasms,2.3810269832611084,test,hydroxocobalamin
Quercetin,Pheochromocytoma,2.380862236022949,test,quercetin
Micafungin,"Carcinoma, Non-Small-Cell Lung",2.380838394165039,test,micafungin
Thymol,Breast Neoplasms,2.3803069591522217,test,thymol
Oxytetracycline,Urinary Bladder Neoplasms,2.38003921508789,test,oxytetracycline
Deferoxamine,Urinary Bladder Neoplasms,2.379980564117432,test,deferoxamine
"3,4,3',4'-tetrachloroazobenzene",Urinary Bladder Neoplasms,2.379851818084717,test,"3,4,3',4'-tetrachloroazobenzene"
ursolic acid,Colonic Neoplasms,2.379723072052002,test,ursolic acid
trifloxystrobin,"Carcinoma, Hepatocellular",2.3794713020324707,test,trifloxystrobin
Edetic Acid,"Carcinoma, Hepatocellular",2.3794608116149902,test,edetic acid
orange B,Breast Neoplasms,2.379436492919922,test,orange b
CVD protocol,Colonic Neoplasms,2.379363536834717,test,cvd protocol
Ethisterone,Lung Neoplasms,2.3792028427124023,test,ethisterone
Leucovorin,"Sarcoma, Experimental",2.3789021968841557,train,leucovorin
ursolic acid,Melanoma,2.378495216369629,test,ursolic acid
Fosinopril,Pancreatic Neoplasms,2.37842059135437,test,fosinopril
amprenavir,Breast Neoplasms,2.3782756328582764,test,amprenavir
Telmisartan,"Carcinoma, Hepatocellular",2.378242015838623,test,telmisartan
Apomorphine,Lung Neoplasms,2.3780102729797363,test,apomorphine
Dextromethorphan,"Carcinoma, Non-Small-Cell Lung",2.3779778480529785,test,dextromethorphan
(5-(3-thienyl)tetrazol-1-yl)acetic acid,Breast Neoplasms,2.3777170181274414,test,(5-(3-thienyl)tetrazol-1-yl)acetic acid
cresidine,Urinary Bladder Neoplasms,2.377598285675049,train,cresidine
Pentamidine,Pancreatic Neoplasms,2.3772730827331543,test,pentamidine
Vincristine,"Carcinoma, Hepatocellular",2.377213478088379,test,vincristine
Amikacin,"Sarcoma, Ewing",2.3771309852600098,test,amikacin
Warfarin,Stomach Neoplasms,2.3771066665649414,test,warfarin
Acyclovir,"Sarcoma, Experimental",2.3770644664764404,test,acyclovir
Nicotine,Adenocarcinoma of Lung,2.3770556449890137,test,nicotine
Etomidate,Urinary Bladder Neoplasms,2.3770337104797363,test,etomidate
Bleomycin,Thyroid Neoplasms,2.376447916030884,test,bleomycin
Chlorpyrifos,Mesothelioma,2.3756489753723145,test,chlorpyrifos
Irbesartan,Ovarian Neoplasms,2.375628471374512,test,irbesartan
Nifedipine,Small Cell Lung Carcinoma,2.3754377365112305,test,nifedipine
glycidamide,Melanoma,2.3748764991760254,test,glycidamide
Pregnenolone Carbonitrile,Lung Neoplasms,2.3746888637542725,test,pregnenolone carbonitrile
Canrenoic Acid,Lung Neoplasms,2.3746705055236816,test,canrenoic acid
cannabidivarin,Melanoma,2.374612331390381,test,cannabidivarin
PD 173074,Breast Neoplasms,2.3744921684265137,test,pd 173074
"pregna-4,17-diene-3,16-dione",Urinary Bladder Neoplasms,2.374269962310791,test,"pregna-4,17-diene-3,16-dione"
"1,3-butylene glycol",Stomach Neoplasms,2.3740360736846924,test,"1,3-butylene glycol"
Pentazocine,Colonic Neoplasms,2.373942852020264,test,pentazocine
ferric nitrilotriacetate,Lung Neoplasms,2.373805046081543,test,ferric nitrilotriacetate
Baclofen,Ovarian Neoplasms,2.3737971782684326,test,baclofen
Acetylcysteine,Esophageal Neoplasms,2.373535633087158,val,acetylcysteine
Nitrofurantoin,"Carcinoma, Hepatocellular",2.373403549194336,test,nitrofurantoin
Epoprostenol,"Carcinoma, Hepatocellular",2.373307228088379,test,epoprostenol
Dextrans,Pancreatic Neoplasms,2.373055219650269,train,dextrans
balsalazide,Lung Neoplasms,2.3720946311950684,test,balsalazide
Ketamine,Mesothelioma,2.3717336654663086,val,ketamine
Razoxane,Urinary Bladder Neoplasms,2.371518135070801,test,razoxane
"N-Methyl-3,4-methylenedioxyamphetamine",Thyroid Neoplasms,2.3711061477661133,test,"n-methyl-3,4-methylenedioxyamphetamine"
Trifluoperazine,Lung Neoplasms,2.370820999145508,test,trifluoperazine
GW 506033X,Breast Neoplasms,2.370760679244995,test,gw 506033x
Thioguanine,Ovarian Neoplasms,2.370437860488892,test,thioguanine
"2-(4-hydroxy-3,5-dimethylphenyl)-5-methoxy-3-methylindole",Lung Neoplasms,2.3703055381774902,test,"2-(4-hydroxy-3,5-dimethylphenyl)-5-methoxy-3-methylindole"
"24,25-Dihydroxyvitamin D 3",Lung Neoplasms,2.3702077865600586,test,"24,25-dihydroxyvitamin d 3"
Methylene Blue,Stomach Neoplasms,2.3700568675994877,test,methylene blue
Trifluridine,Urinary Bladder Neoplasms,2.369971990585327,test,trifluridine
Indocyanine Green,Breast Neoplasms,2.369759559631348,test,indocyanine green
Ritodrine,"Carcinoma, Non-Small-Cell Lung",2.3696985244750977,test,ritodrine
"15-Hydroxy-11 alpha,9 alpha-(epoxymethano)prosta-5,13-dienoic Acid",Lung Neoplasms,2.3693594932556152,test,"15-hydroxy-11 alpha,9 alpha-(epoxymethano)prosta-5,13-dienoic acid"
salvianolic acid B,Pancreatic Neoplasms,2.369279623031616,test,salvianolic acid b
"2',3-dimethyl-4-aminobiphenyl",Thyroid Neoplasms,2.369232654571533,train,"2',3-dimethyl-4-aminobiphenyl"
Fructose,Lung Neoplasms,2.3691630363464355,test,fructose
puerarin,Ovarian Neoplasms,2.369137525558472,test,puerarin
3-hydroxybenzylhydrazine,Lung Neoplasms,2.3691368103027344,test,3-hydroxybenzylhydrazine
Oxyphenbutazone,Urinary Bladder Neoplasms,2.36911940574646,test,oxyphenbutazone
Valproic Acid,Small Cell Lung Carcinoma,2.368496417999268,test,valproic acid
HU 211,Lung Neoplasms,2.368453025817871,test,hu 211
phenethyl isothiocyanate,Breast Neoplasms,2.367714166641236,test,phenethyl isothiocyanate
shikonin,Melanoma,2.3671984672546387,test,shikonin
Milrinone,Melanoma,2.3670482635498047,test,milrinone
remdesivir,Pancreatic Neoplasms,2.3668856620788574,test,remdesivir
methylprednisolone aceponate,Breast Neoplasms,2.366835117340088,test,methylprednisolone aceponate
Mirtazapine,"Carcinoma, Hepatocellular",2.3666553497314453,test,mirtazapine
Axitinib,Breast Neoplasms,2.3663222789764404,test,axitinib
4'-deoxy-4'-iododoxorubicin,Stomach Neoplasms,2.3662397861480717,test,4'-deoxy-4'-iododoxorubicin
Thyroxine,Ovarian Neoplasms,2.366031646728516,test,thyroxine
cobaltiprotoporphyrin,Colonic Neoplasms,2.365849018096924,test,cobaltiprotoporphyrin
cycloartenol,Breast Neoplasms,2.365830898284912,test,cycloartenol
ferruginol,Lung Neoplasms,2.365520477294922,test,ferruginol
Sufentanil,Lung Neoplasms,2.365504264831543,test,sufentanil
Irinotecan,Uterine Cervical Neoplasms,2.365340232849121,test,irinotecan
Mesoridazine,Melanoma,2.365267753601074,test,mesoridazine
Mitomycin,Thyroid Neoplasms,2.3652000427246094,test,mitomycin
Diethylhexyl Phthalate,Adenocarcinoma of Lung,2.365076065063477,test,diethylhexyl phthalate
Budesonide,Stomach Neoplasms,2.36501145362854,test,budesonide
Piroxicam,Uterine Cervical Neoplasms,2.3648855686187744,test,piroxicam
Methylthiouracil,Lung Neoplasms,2.36457633972168,test,methylthiouracil
"2-amino-6-methyldipyrido(1,2-a-3',2'-d)imidazole",Urinary Bladder Neoplasms,2.364527702331543,test,"2-amino-6-methyldipyrido(1,2-a-3',2'-d)imidazole"
p-Dimethylaminoazobenzene,Lung Neoplasms,2.364166498184204,test,p-dimethylaminoazobenzene
Rosiglitazone,"Carcinoma, Hepatocellular",2.3639307022094727,test,rosiglitazone
"benserazide, levodopa drug combination",Stomach Neoplasms,2.3635873794555664,test,"benserazide, levodopa drug combination"
Clomipramine,"Carcinoma, Hepatocellular",2.363417387008667,test,clomipramine
"aspirin, codeine, phenacetin drug combination",Urinary Bladder Neoplasms,2.362920999526977,test,"aspirin, codeine, phenacetin drug combination"
Doxorubicin,Triple Negative Breast Neoplasms,2.362886905670166,test,doxorubicin
hydroxycitric acid,Urinary Bladder Neoplasms,2.362784147262573,train,hydroxycitric acid
Dicumarol,Stomach Neoplasms,2.362751245498657,train,dicumarol
Bleomycin,Ovarian Neoplasms,2.362560272216797,train,bleomycin
chloroacetaldehyde,Lung Neoplasms,2.3622031211853027,test,chloroacetaldehyde
Alendronate,"Carcinoma, Lewis Lung",2.3620667457580566,test,alendronate
VBA protocol,Breast Neoplasms,2.3619985580444336,test,vba protocol
aucubin,Lung Neoplasms,2.3619260787963867,test,aucubin
Quinapril,Breast Neoplasms,2.3618640899658203,test,quinapril
Methylprednisolone,Esophageal Neoplasms,2.361823558807373,test,methylprednisolone
Paroxetine,"Carcinoma, Lewis Lung",2.361726760864258,test,paroxetine
Celecoxib,Esophageal Neoplasms,2.3615636825561523,test,celecoxib
Pentagastrin,Lung Neoplasms,2.36150336265564,test,pentagastrin
dihydroouabain,Breast Neoplasms,2.361227035522461,test,dihydroouabain
sibutramine,Breast Neoplasms,2.361056089401245,test,sibutramine
Resveratrol,"Carcinoma, Ovarian Epithelial",2.3608851432800293,test,resveratrol
Verapamil,Pheochromocytoma,2.3608644008636475,test,verapamil
Niacinamide,Pancreatic Neoplasms,2.360652446746826,train,niacinamide
Aminoglutethimide,Melanoma,2.3606438636779785,test,aminoglutethimide
Clotrimazole,Urinary Bladder Neoplasms,2.360509395599365,test,clotrimazole
Mezlocillin,Urinary Bladder Neoplasms,2.3602118492126465,test,mezlocillin
Oxolinic Acid,Lung Neoplasms,2.3600428104400635,test,oxolinic acid
Dichlorvos,Stomach Neoplasms,2.359921455383301,train,dichlorvos
sulfinosine,Breast Neoplasms,2.359871864318848,test,sulfinosine
Estradiol,Glioblastoma,2.3597991466522217,test,estradiol
Vitamin A,Adenocarcinoma of Lung,2.359362363815308,test,vitamin a
Clarithromycin,Ovarian Neoplasms,2.3592004776000977,test,clarithromycin
Ciguatoxins,Lung Neoplasms,2.359084367752075,test,ciguatoxins
detorubicin,Melanoma,2.35900354385376,train,detorubicin
Bromocriptine,Esophageal Neoplasms,2.3589625358581543,test,bromocriptine
Dehydroepiandrosterone,Thyroid Neoplasms,2.3589272499084477,test,dehydroepiandrosterone
Carboplatin,Ovarian Neoplasms,2.35877537727356,train,carboplatin
Saquinavir,Breast Neoplasms,2.358639001846313,test,saquinavir
sultamicillin,Colonic Neoplasms,2.3580119609832764,test,sultamicillin
Saponins,Breast Neoplasms,2.3579137325286865,test,saponins
mesaconitine,Lung Neoplasms,2.357750415802002,test,mesaconitine
Triiodothyronine,Breast Neoplasms,2.357570171356201,test,triiodothyronine
ginkgolide B,Urinary Bladder Neoplasms,2.3574490547180176,test,ginkgolide b
obeticholic acid,Stomach Neoplasms,2.3573989868164062,test,obeticholic acid
isosorbide-5-mononitrate,Pancreatic Neoplasms,2.357177972793579,test,isosorbide-5-mononitrate
Prazosin,Breast Neoplasms,2.3567116260528564,test,prazosin
Meprobamate,Urinary Bladder Neoplasms,2.356709241867065,test,meprobamate
Erlotinib Hydrochloride,"Carcinoma, Non-Small-Cell Lung",2.356677532196045,val,erlotinib hydrochloride
"N-hydroxy-3,2'-dimethyl-4-aminobiphenyl",Lung Neoplasms,2.3566150665283203,test,"n-hydroxy-3,2'-dimethyl-4-aminobiphenyl"
Toluene,Lung Neoplasms,2.3564579486846924,test,toluene
Sertraline,"Carcinoma, Non-Small-Cell Lung",2.356112241744995,test,sertraline
Gallic Acid,Pancreatic Neoplasms,2.35601806640625,test,gallic acid
Amiloride,"Carcinoma, Hepatocellular",2.355822801589966,test,amiloride
Valsartan,Lung Neoplasms,2.355611801147461,test,valsartan
Haloperidol,Colonic Neoplasms,2.3552706241607666,test,haloperidol
"N-Methyl-3,4-methylenedioxyamphetamine","Carcinoma, Lewis Lung",2.355233192443848,test,"n-methyl-3,4-methylenedioxyamphetamine"
Sulindac,Urinary Bladder Neoplasms,2.355046510696411,test,sulindac
Fingolimod Hydrochloride,Breast Neoplasms,2.3550333976745605,test,fingolimod hydrochloride
Aspirin,Mesothelioma,2.3548970222473145,train,aspirin
morin,Colonic Neoplasms,2.3548359870910645,test,morin
Sulfisoxazole,Lung Neoplasms,2.3547611236572266,test,sulfisoxazole
Buspirone,Breast Neoplasms,2.354743003845215,test,buspirone
Imipramine,"Carcinoma, Hepatocellular",2.354473352432251,test,imipramine
lithospermate B,Stomach Neoplasms,2.3540730476379395,test,lithospermate b
Nicardipine,Melanoma,2.353967666625977,test,nicardipine
Methylprednisolone Acetate,Melanoma,2.3539462089538574,test,methylprednisolone acetate
monoethyl phthalate,"Carcinoma, Hepatocellular",2.353865146636963,test,monoethyl phthalate
Neostigmine,Urinary Bladder Neoplasms,2.3537254333496094,test,neostigmine
Thiotepa,Colonic Neoplasms,2.353687524795532,val,thiotepa
nonylphenol,Thyroid Neoplasms,2.353599548339844,test,nonylphenol
cobaltiprotoporphyrin,Stomach Neoplasms,2.353153705596924,test,cobaltiprotoporphyrin
moexipril,Lung Neoplasms,2.353026866912842,test,moexipril
posaconazole,Breast Neoplasms,2.3529062271118164,test,posaconazole
Vinblastine,"Carcinoma, Non-Small-Cell Lung",2.352824211120605,train,vinblastine
Vancomycin,Uterine Cervical Neoplasms,2.352494478225708,test,vancomycin
4-methoxy-3-phenylenediamine,Breast Neoplasms,2.35239577293396,train,4-methoxy-3-phenylenediamine
embusartan,Lung Neoplasms,2.352367877960205,test,embusartan
Mometasone Furoate,Melanoma,2.352240562438965,test,mometasone furoate
Carboplatin,Small Cell Lung Carcinoma,2.3520994186401367,train,carboplatin
obeticholic acid,"Carcinoma, Hepatocellular",2.3519229888916016,test,obeticholic acid
