ChemicalName,DiseaseName,output,dataset,chemicalname
Thiotepa,Colonic Neoplasms,2.82229232788086,val,thiotepa
Oxygen,"Carcinoma, Hepatocellular",2.82148551940918,train,oxygen
Cefotaxime,Urinary Bladder Neoplasms,2.821373462677002,test,cefotaxime
nickel chloride,Lung Neoplasms,2.820833206176758,test,nickel chloride
Ozone,Urinary Bladder Neoplasms,2.820723056793213,test,ozone
bisphenol A,Mesothelioma,2.819851875305176,test,bisphenol a
Astemizole,Lung Neoplasms,2.8197808265686035,test,astemizole
Mequindox,Lung Neoplasms,2.819779872894287,test,mequindox
Apomorphine,Melanoma,2.819741725921631,test,apomorphine
Pindolol,Colonic Neoplasms,2.819446563720703,test,pindolol
zileuton,Lung Neoplasms,2.819216728210449,test,zileuton
Atrasentan,Lung Neoplasms,2.818914890289306,train,atrasentan
Lidocaine,Adenocarcinoma of Lung,2.818631887435913,test,lidocaine
Tartrazine,Lung Neoplasms,2.8183035850524902,test,tartrazine
Glutathione,Esophageal Neoplasms,2.81823992729187,test,glutathione
Tramadol,Colonic Neoplasms,2.81799578666687,test,tramadol
alvocidib,Urinary Bladder Neoplasms,2.817767858505249,test,alvocidib
Hydrochlorothiazide,Stomach Neoplasms,2.8176400661468506,test,hydrochlorothiazide
Pseudoephedrine,Stomach Neoplasms,2.817501306533813,test,pseudoephedrine
Propranolol,Esophageal Neoplasms,2.816833257675171,test,propranolol
Sodium Salicylate,Lung Neoplasms,2.816612482070923,test,sodium salicylate
Vancomycin,Colonic Neoplasms,2.8161699771881104,test,vancomycin
Ritodrine,"Carcinoma, Hepatocellular",2.8156869411468506,test,ritodrine
Bupivacaine,"Carcinoma, Hepatocellular",2.8155760765075684,train,bupivacaine
Phenobarbital,Testicular Neoplasms,2.8153862953186035,test,phenobarbital
Cytarabine,Mesothelioma,2.814524412155152,test,cytarabine
Atropine,"Carcinoma, Hepatocellular",2.8143084049224854,test,atropine
Pravastatin,Stomach Neoplasms,2.81418514251709,test,pravastatin
Acyclovir,Urinary Bladder Neoplasms,2.81412935256958,test,acyclovir
famophos,Lung Neoplasms,2.8139965534210205,test,famophos
zomepirac,Lung Neoplasms,2.813871145248413,test,zomepirac
3-xylene,Lung Neoplasms,2.813737154006958,test,3-xylene
Diethylhexyl Phthalate,Glioblastoma,2.8136720657348637,test,diethylhexyl phthalate
Minocycline,Esophageal Neoplasms,2.8134262561798096,test,minocycline
Fluorouracil,Uterine Cervical Neoplasms,2.813401222229004,train,fluorouracil
Progesterone,"Carcinoma, Hepatocellular",2.81274962425232,test,progesterone
Irinotecan,Stomach Neoplasms,2.8124823570251465,train,irinotecan
Aminophylline,Colonic Neoplasms,2.811277151107788,test,aminophylline
candesartan,Stomach Neoplasms,2.8110077381134038,test,candesartan
Ropivacaine,Urinary Bladder Neoplasms,2.810936212539673,test,ropivacaine
Amlodipine,Melanoma,2.810935735702514,test,amlodipine
Amphetamine,Testicular Neoplasms,2.810783624649048,test,amphetamine
Losartan,Urinary Bladder Neoplasms,2.810531616210937,test,losartan
Zinc Oxide,Lung Neoplasms,2.810312271118164,test,zinc oxide
vinclozolin,Melanoma,2.809956789016724,test,vinclozolin
Lamotrigine,"Carcinoma, Hepatocellular",2.8097386360168457,test,lamotrigine
Aminolevulinic Acid,Colonic Neoplasms,2.8094124794006348,test,aminolevulinic acid
Tobramycin,Sarcoma,2.8091344833374023,test,tobramycin
Vinyl Chloride,Urinary Bladder Neoplasms,2.808997392654419,test,vinyl chloride
argatroban,Melanoma,2.8088674545288086,test,argatroban
Silicon Dioxide,Stomach Neoplasms,2.80872130393982,test,silicon dioxide
3-Iodobenzylguanidine,Melanoma,2.808241844177246,train,3-iodobenzylguanidine
Dicumarol,Lung Neoplasms,2.808091402053833,test,dicumarol
Tenofovir,Lung Neoplasms,2.807222843170166,test,tenofovir
Penicillamine,Adenocarcinoma of Lung,2.807157278060913,test,penicillamine
Diazinon,Melanoma,2.806953430175781,test,diazinon
Phytoestrogens,Lung Neoplasms,2.806878566741944,test,phytoestrogens
Methyldopa,Glioblastoma,2.805694580078125,test,methyldopa
"2-amino-1-methyl-6-phenylimidazo(4,5-b)pyridine",Melanoma,2.8056793212890625,test,"2-amino-1-methyl-6-phenylimidazo(4,5-b)pyridine"
Methylprednisolone,Mesothelioma,2.805655241012573,test,methylprednisolone
Nevirapine,Lung Neoplasms,2.8055613040924072,test,nevirapine
Levonorgestrel,Urinary Bladder Neoplasms,2.8053958415985107,test,levonorgestrel
Pyridoxine,Urinary Bladder Neoplasms,2.80531907081604,test,pyridoxine
Vorinostat,"Carcinoma, Hepatocellular",2.804945468902588,test,vorinostat
Phenacetin,Stomach Neoplasms,2.804743528366089,test,phenacetin
Galantamine,Colonic Neoplasms,2.8047115802764893,test,galantamine
"carbamothioic acid, S,S'-(2-(dimethylamino)-1,3-propanediyl) ester",Lung Neoplasms,2.804673194885254,test,"carbamothioic acid, s,s'-(2-(dimethylamino)-1,3-propanediyl) ester"
Piroxicam,Melanoma,2.8041751384735107,test,piroxicam
fludarabine,Melanoma,2.8039255142211914,test,fludarabine
Lansoprazole,Stomach Neoplasms,2.8037610054016118,test,lansoprazole
bromoform,Lung Neoplasms,2.8036932945251465,test,bromoform
cobaltiprotoporphyrin,Colonic Neoplasms,2.803659200668335,test,cobaltiprotoporphyrin
"2-amino-3,4-dimethylimidazo(4,5-f)quinoline",Lung Neoplasms,2.802985191345215,test,"2-amino-3,4-dimethylimidazo(4,5-f)quinoline"
withaferin A,Lung Neoplasms,2.8029816150665283,test,withaferin a
Nalidixic Acid,Melanoma,2.802713394165039,test,nalidixic acid
palbociclib,Lung Neoplasms,2.8019919395446777,test,palbociclib
Ethionine,Lung Neoplasms,2.8013803958892822,test,ethionine
Semaxinib,Colonic Neoplasms,2.80066180229187,test,semaxinib
Digitoxin,Melanoma,2.800467729568481,test,digitoxin
Triamcinolone Acetonide,Stomach Neoplasms,2.800302267074585,test,triamcinolone acetonide
Pentamidine,Urinary Bladder Neoplasms,2.7995448112487797,test,pentamidine
Indinavir,"Carcinoma, Hepatocellular",2.7987735271453857,test,indinavir
Theophylline,"Carcinoma, Hepatocellular",2.798699140548706,test,theophylline
Primidone,Stomach Neoplasms,2.798015117645264,test,primidone
Aurothioglucose,Colonic Neoplasms,2.798012971878052,test,aurothioglucose
Ondansetron,Stomach Neoplasms,2.7975101470947266,test,ondansetron
Leuprolide,"Carcinoma, Hepatocellular",2.7974793910980225,test,leuprolide
Acyclovir,Colonic Neoplasms,2.7971456050872803,test,acyclovir
ziconotide,Lung Neoplasms,2.7962217330932617,test,ziconotide
Cephalothin,Colonic Neoplasms,2.796127319335937,test,cephalothin
Metformin,"Carcinoma, Hepatocellular",2.795276165008545,test,metformin
Diethylstilbestrol,Glioblastoma,2.794970750808716,test,diethylstilbestrol
agomelatine,Lung Neoplasms,2.7948241233825684,test,agomelatine
Nalbuphine,Lung Neoplasms,2.79481053352356,test,nalbuphine
Nimustine,Lung Neoplasms,2.794353485107422,train,nimustine
Metronidazole,Testicular Neoplasms,2.794164657592773,test,metronidazole
Sorafenib,Urinary Bladder Neoplasms,2.793744802474976,test,sorafenib
Melphalan,Urinary Bladder Neoplasms,2.793675184249878,val,melphalan
Leucovorin,Glioblastoma,2.7932934761047363,test,leucovorin
3-aminobenzamide,Lung Neoplasms,2.793264389038086,test,3-aminobenzamide
Warfarin,Testicular Neoplasms,2.793158531188965,test,warfarin
Niclosamide,Stomach Neoplasms,2.7931487560272217,test,niclosamide
Atomoxetine Hydrochloride,Lung Neoplasms,2.793145179748535,test,atomoxetine hydrochloride
Dust,Lung Neoplasms,2.792971134185791,test,dust
Nimodipine,Urinary Bladder Neoplasms,2.7927815914154053,test,nimodipine
puerarin,Colonic Neoplasms,2.7918758392333984,test,puerarin
Chloramphenicol,"Carcinoma, Hepatocellular",2.791851758956909,test,chloramphenicol
Phenindione,Colonic Neoplasms,2.7917959690093994,test,phenindione
Anethole Trithione,Lung Neoplasms,2.79133415222168,train,anethole trithione
Captan,Lung Neoplasms,2.7910430431365967,test,captan
Acebutolol,Lung Neoplasms,2.7908408641815186,test,acebutolol
Ivermectin,"Carcinoma, Hepatocellular",2.790785074234009,test,ivermectin
alfuzosin,Lung Neoplasms,2.7903859615325928,test,alfuzosin
Acetylcysteine,Esophageal Neoplasms,2.7903802394866943,val,acetylcysteine
5-(2-aminopropyl)indole,Lung Neoplasms,2.789449453353882,test,5-(2-aminopropyl)indole
Ceftriaxone,Adenocarcinoma of Lung,2.7891805171966557,test,ceftriaxone
Capecitabine,Glioblastoma,2.789174318313598,test,capecitabine
Diethylpropion,Lung Neoplasms,2.7888941764831543,test,diethylpropion
Etomidate,Colonic Neoplasms,2.78845763206482,test,etomidate
"dibenzo(a,l)pyrene",Lung Neoplasms,2.7883288860321045,train,"dibenzo(a,l)pyrene"
phenethyl isothiocyanate,Lung Neoplasms,2.788186550140381,test,phenethyl isothiocyanate
Tretinoin,Adenocarcinoma of Lung,2.7872958183288574,test,tretinoin
Sulfadiazine,Lung Neoplasms,2.786496162414551,test,sulfadiazine
Pentamidine,Stomach Neoplasms,2.786309242248535,test,pentamidine
GW 4064,Lung Neoplasms,2.786166191101074,test,gw 4064
Propafenone,Urinary Bladder Neoplasms,2.7856791019439697,test,propafenone
Temozolomide,Colonic Neoplasms,2.785513401031494,test,temozolomide
Iohexol,Urinary Bladder Neoplasms,2.785186529159546,test,iohexol
Amisulpride,Melanoma,2.7851316928863525,test,amisulpride
Apigenin,Colonic Neoplasms,2.7849910259246826,train,apigenin
Colchicine,Melanoma,2.784433364868164,test,colchicine
Warfarin,Adenocarcinoma of Lung,2.78436279296875,test,warfarin
Ouabain,Lung Neoplasms,2.783139944076538,test,ouabain
cinnamaldehyde,"Carcinoma, Hepatocellular",2.783118724822998,train,cinnamaldehyde
butylbenzyl phthalate,Lung Neoplasms,2.783089637756348,test,butylbenzyl phthalate
iodixanol,Lung Neoplasms,2.7823498249053955,test,iodixanol
ochratoxin A,Lung Neoplasms,2.78226089477539,test,ochratoxin a
Ranitidine,Urinary Bladder Neoplasms,2.781973123550415,test,ranitidine
zomepirac,Melanoma,2.781877279281616,test,zomepirac
Oxytocin,Urinary Bladder Neoplasms,2.7811336517333984,test,oxytocin
Warfarin,Esophageal Neoplasms,2.781126022338867,test,warfarin
Valacyclovir,Lung Neoplasms,2.7808845043182373,test,valacyclovir
Fusidic Acid,Lung Neoplasms,2.780736923217773,test,fusidic acid
Methylprednisolone,Sarcoma,2.7805254459381104,test,methylprednisolone
Folfox protocol,Colonic Neoplasms,2.779975414276123,train,folfox protocol
Betaine,Lung Neoplasms,2.779937028884888,test,betaine
Levonorgestrel,Stomach Neoplasms,2.779914617538452,train,levonorgestrel
Propafenone,Lung Neoplasms,2.7796945571899414,test,propafenone
Mestranol,Lung Neoplasms,2.7796151638031006,test,mestranol
Fenitrothion,"Carcinoma, Hepatocellular",2.7788939476013184,test,fenitrothion
nilotinib,Melanoma,2.778841257095337,test,nilotinib
Olanzapine,Esophageal Neoplasms,2.778709650039673,test,olanzapine
Mannitol,"Carcinoma, Hepatocellular",2.778682231903076,test,mannitol
perfluorooctane sulfonic acid,"Carcinoma, Hepatocellular",2.778510808944702,test,perfluorooctane sulfonic acid
Pyridostigmine Bromide,"Carcinoma, Hepatocellular",2.77783727645874,test,pyridostigmine bromide
Doxorubicin,"Carcinoma, Ovarian Epithelial",2.7774152755737305,train,doxorubicin
methyl cellosolve,Lung Neoplasms,2.7772295475006104,train,methyl cellosolve
Ketamine,"Carcinoma, Hepatocellular",2.7768702507019043,test,ketamine
Chloroprene,Stomach Neoplasms,2.7768354415893555,train,chloroprene
Mannitol,Melanoma,2.776577472686768,test,mannitol
Amphetamine,Adenocarcinoma of Lung,2.776519775390625,test,amphetamine
Methimazole,Stomach Neoplasms,2.776489019393921,test,methimazole
Vincristine,Cholangiocarcinoma,2.7761788368225098,test,vincristine
Docetaxel,Esophageal Neoplasms,2.776165008544922,train,docetaxel
Diazepam,Melanoma,2.775951385498047,test,diazepam
Floxacillin,Lung Neoplasms,2.775729894638061,test,floxacillin
Lorazepam,Lung Neoplasms,2.775513172149658,test,lorazepam
Butylhydroxybutylnitrosamine,Lung Neoplasms,2.7752490043640137,test,butylhydroxybutylnitrosamine
Reserpine,Colonic Neoplasms,2.774850845336914,test,reserpine
Ethionamide,Lung Neoplasms,2.774519920349121,test,ethionamide
Leukotriene D4,Lung Neoplasms,2.774467945098877,test,leukotriene d4
Disulfiram,Colonic Neoplasms,2.774406671524048,test,disulfiram
4-(N-methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone,Lung Neoplasms,2.7740044593811035,train,4-(n-methyl-n-nitrosamino)-1-(3-pyridyl)-1-butanone
Fenretinide,Urinary Bladder Neoplasms,2.773813009262085,train,fenretinide
Venlafaxine Hydrochloride,Stomach Neoplasms,2.7732651233673096,test,venlafaxine hydrochloride
Hydroxychloroquine,Urinary Bladder Neoplasms,2.773031949996948,train,hydroxychloroquine
Ofloxacin,"Carcinoma, Hepatocellular",2.7725307941436768,test,ofloxacin
Amoxicillin-Potassium Clavulanate Combination,Colonic Neoplasms,2.772454023361206,test,amoxicillin-potassium clavulanate combination
Methylene Blue,Melanoma,2.772368669509888,test,methylene blue
Diethylstilbestrol,Melanoma,2.772192001342773,train,diethylstilbestrol
Gemcitabine,Esophageal Neoplasms,2.772164821624756,test,gemcitabine
Scopolamine,Stomach Neoplasms,2.771898031234741,test,scopolamine
Aflatoxin B1,Lung Neoplasms,2.771827459335327,train,aflatoxin b1
Ethinyl Estradiol,"Carcinoma, Hepatocellular",2.7716639041900635,train,ethinyl estradiol
Colchicine,Urinary Bladder Neoplasms,2.7711870670318604,test,colchicine
Phenazopyridine,Colonic Neoplasms,2.771170139312744,test,phenazopyridine
Soman,Colonic Neoplasms,2.7711610794067383,test,soman
Phenytoin,Mesothelioma,2.770946502685547,test,phenytoin
Folfox protocol,Melanoma,2.7697598934173584,test,folfox protocol
ochratoxin A,Colonic Neoplasms,2.7695233821868896,test,ochratoxin a
Methylphenidate,Colonic Neoplasms,2.769202947616577,test,methylphenidate
Famotidine,Stomach Neoplasms,2.768756866455078,train,famotidine
procyanidin B2,Lung Neoplasms,2.768694877624512,test,procyanidin b2
acetovanillone,Urinary Bladder Neoplasms,2.768428325653076,test,acetovanillone
Nafcillin,Melanoma,2.768052577972412,test,nafcillin
Vardenafil Dihydrochloride,Lung Neoplasms,2.7677206993103027,test,vardenafil dihydrochloride
Nandrolone,Lung Neoplasms,2.767276763916016,test,nandrolone
fatostatin,Lung Neoplasms,2.7671213150024414,test,fatostatin
Eugenol,"Carcinoma, Hepatocellular",2.7667531967163086,test,eugenol
tetrathiomolybdate,Stomach Neoplasms,2.766540765762329,test,tetrathiomolybdate
lornoxicam,Lung Neoplasms,2.765579462051392,test,lornoxicam
Cocaine,Paraganglioma,2.7648770809173584,test,cocaine
Tropisetron,Lung Neoplasms,2.763585329055786,test,tropisetron
dichloralantipyrine,Lung Neoplasms,2.763315200805664,test,dichloralantipyrine
Ezetimibe,Lung Neoplasms,2.763230562210083,test,ezetimibe
"1,2-diphenylhydrazine","Carcinoma, Hepatocellular",2.763104200363159,train,"1,2-diphenylhydrazine"
Ropivacaine,Colonic Neoplasms,2.763077974319458,test,ropivacaine
benazepril,Melanoma,2.7620959281921387,test,benazepril
Hydroxychloroquine,Lung Neoplasms,2.761894464492798,test,hydroxychloroquine
cinnamaldehyde,Colonic Neoplasms,2.761603116989136,train,cinnamaldehyde
asoxime chloride,Lung Neoplasms,2.761094331741333,test,asoxime chloride
Diethylstilbestrol,Testicular Neoplasms,2.7609691619873047,val,diethylstilbestrol
Eplerenone,Lung Neoplasms,2.76090407371521,test,eplerenone
Cyclophosphamide,Paraganglioma,2.7608468532562256,test,cyclophosphamide
Clomipramine,Colonic Neoplasms,2.760481357574463,test,clomipramine
Tobramycin,Colonic Neoplasms,2.7604150772094727,test,tobramycin
Picrotoxin,Lung Neoplasms,2.7603042125701904,test,picrotoxin
Idarubicin,Melanoma,2.760225534439087,test,idarubicin
Auranofin,"Carcinoma, Hepatocellular",2.7600128650665283,test,auranofin
Risperidone,Colonic Neoplasms,2.759922504425049,test,risperidone
Terbutaline,Colonic Neoplasms,2.759750843048096,test,terbutaline
"Toluene 2,4-Diisocyanate","Carcinoma, Hepatocellular",2.7597155570983887,test,"toluene 2,4-diisocyanate"
Quercetin,Glioblastoma,2.7591423988342285,train,quercetin
Sodium Dodecyl Sulfate,Lung Neoplasms,2.759125232696533,test,sodium dodecyl sulfate
Ursodeoxycholic Acid,Lung Neoplasms,2.758610248565674,test,ursodeoxycholic acid
Octreotide,"Carcinoma, Hepatocellular",2.7584033012390137,train,octreotide
Olanzapine,"Carcinoma, Hepatocellular",2.758249998092652,test,olanzapine
Diatrizoate Meglumine,Colonic Neoplasms,2.757951021194458,test,diatrizoate meglumine
Naltrexone,Lung Neoplasms,2.7578084468841557,test,naltrexone
Urethane,Melanoma,2.757251739501953,test,urethane
Triptorelin Pamoate,Lung Neoplasms,2.756093263626098,test,triptorelin pamoate
Amantadine,Melanoma,2.755953073501587,test,amantadine
Canagliflozin,Lung Neoplasms,2.755676746368408,test,canagliflozin
Physostigmine,Esophageal Neoplasms,2.7553296089172363,test,physostigmine
Amantadine,Colonic Neoplasms,2.7550837993621826,test,amantadine
Phenacetin,Urinary Bladder Neoplasms,2.7549850940704346,train,phenacetin
Temazepam,Lung Neoplasms,2.754912853240967,train,temazepam
Trazodone,Stomach Neoplasms,2.75464129447937,test,trazodone
Meloxicam,Colonic Neoplasms,2.7546401023864746,test,meloxicam
Clonidine,"Carcinoma, Hepatocellular",2.754544496536255,test,clonidine
Vardenafil Dihydrochloride,Melanoma,2.754453182220459,test,vardenafil dihydrochloride
Decitabine,Stomach Neoplasms,2.7539846897125244,train,decitabine
Albendazole,Melanoma,2.7539055347442627,test,albendazole
Ceftazidime,Colonic Neoplasms,2.753781318664551,test,ceftazidime
Itraconazole,"Carcinoma, Hepatocellular",2.753717422485352,test,itraconazole
glyphosate,Urinary Bladder Neoplasms,2.7536656856536865,test,glyphosate
Clomiphene,"Carcinoma, Hepatocellular",2.7536067962646484,test,clomiphene
Galactosamine,Melanoma,2.753009080886841,test,galactosamine
"3-(2-hydroxy-4-(1,1-dimethylheptyl)phenyl)-4-(3-hydroxypropyl)cyclohexanol","Carcinoma, Hepatocellular",2.7524819374084477,test,"3-(2-hydroxy-4-(1,1-dimethylheptyl)phenyl)-4-(3-hydroxypropyl)cyclohexanol"
Tamoxifen,Stomach Neoplasms,2.7522523403167725,test,tamoxifen
Sotalol,Colonic Neoplasms,2.7516298294067383,test,sotalol
Melatonin,Adenocarcinoma of Lung,2.750955104827881,test,melatonin
Resveratrol,Adenocarcinoma of Lung,2.750746011734009,train,resveratrol
Dexfenfluramine,Melanoma,2.750689744949341,test,dexfenfluramine
Omeprazole,Urinary Bladder Neoplasms,2.750363826751709,test,omeprazole
Levonorgestrel,Colonic Neoplasms,2.7503201961517334,test,levonorgestrel
Carbamates,Glioblastoma,2.7501606941223145,test,carbamates
Pioglitazone,Colonic Neoplasms,2.7499935626983643,train,pioglitazone
Norinyl,Stomach Neoplasms,2.7497782707214355,test,norinyl
Succinylcholine,Esophageal Neoplasms,2.74939513206482,test,succinylcholine
Tranexamic Acid,Urinary Bladder Neoplasms,2.749319314956665,test,tranexamic acid
Rabeprazole,Stomach Neoplasms,2.749098062515259,test,rabeprazole
Iohexol,Colonic Neoplasms,2.7486977577209477,test,iohexol
Ketorolac Tromethamine,Lung Neoplasms,2.7485969066619877,test,ketorolac tromethamine
Cholic Acid,Lung Neoplasms,2.748496532440185,test,cholic acid
Methylprednisolone,Testicular Neoplasms,2.748054027557373,train,methylprednisolone
Nitric Oxide,Glioblastoma,2.747478008270264,test,nitric oxide
Ergotamine,Stomach Neoplasms,2.7470688819885254,test,ergotamine
Dextroamphetamine,"Carcinoma, Hepatocellular",2.7468032836914062,test,dextroamphetamine
Tobramycin,"Carcinoma, Hepatocellular",2.746227502822876,test,tobramycin
aluminum phosphide,Melanoma,2.7461323738098145,test,aluminum phosphide
Gefitinib,Urinary Bladder Neoplasms,2.7461302280426025,train,gefitinib
honokiol,Lung Neoplasms,2.745880365371704,test,honokiol
Azathioprine,Adenocarcinoma of Lung,2.745849132537842,test,azathioprine
Diuron,Urinary Bladder Neoplasms,2.7457823753356934,train,diuron
Pyrimethamine,Stomach Neoplasms,2.7457070350646973,test,pyrimethamine
Quinidine,Glioblastoma,2.745332717895508,test,quinidine
"1-amino-2,4-dibromoanthraquinone",Lung Neoplasms,2.744908571243286,train,"1-amino-2,4-dibromoanthraquinone"
Sumatriptan,Urinary Bladder Neoplasms,2.7446324825286865,test,sumatriptan
"2-amino-1-methyl-6-phenylimidazo(4,5-b)pyridine","Carcinoma, Hepatocellular",2.7442567348480225,test,"2-amino-1-methyl-6-phenylimidazo(4,5-b)pyridine"
benzo(b)fluoranthene,Lung Neoplasms,2.74416184425354,train,benzo(b)fluoranthene
sibutramine,Melanoma,2.744072437286377,val,sibutramine
Chlorthalidone,Lung Neoplasms,2.743806838989258,test,chlorthalidone
Irinotecan,Melanoma,2.743803024291992,test,irinotecan
Fluorouracil,Sarcoma,2.743659496307373,train,fluorouracil
olmesartan,Lung Neoplasms,2.7436325550079346,test,olmesartan
Mesna,Stomach Neoplasms,2.743192434310913,test,mesna
Crack Cocaine,Urinary Bladder Neoplasms,2.742485761642456,test,crack cocaine
Edaravone,Colonic Neoplasms,2.742205858230591,test,edaravone
Fluconazole,Melanoma,2.7421932220458984,test,fluconazole
BEP protocol,Melanoma,2.7413668632507324,test,bep protocol
Fluvastatin,Urinary Bladder Neoplasms,2.740933418273926,test,fluvastatin
Procaine,Melanoma,2.7408676147460938,test,procaine
Estradiol,Adenocarcinoma of Lung,2.7407495975494385,test,estradiol
Iron-Dextran Complex,Stomach Neoplasms,2.7406818866729736,test,iron-dextran complex
Cannabinoids,Lung Neoplasms,2.740609884262085,test,cannabinoids
Benzo(a)pyrene,Stomach Neoplasms,2.740328311920166,train,benzo(a)pyrene
Ropivacaine,Melanoma,2.740039348602295,test,ropivacaine
"4,4'-thiodianiline",Lung Neoplasms,2.739952087402344,train,"4,4'-thiodianiline"
Tocopherols,Lung Neoplasms,2.7397332191467285,test,tocopherols
didecyldimethylammonium,Colonic Neoplasms,2.7389485836029053,test,didecyldimethylammonium
Carbon Disulfide,Colonic Neoplasms,2.738884925842285,test,carbon disulfide
rosmarinic acid,Lung Neoplasms,2.738599300384521,test,rosmarinic acid
normeperidine,Lung Neoplasms,2.7383437156677246,test,normeperidine
Cidofovir,Lung Neoplasms,2.738321304321289,test,cidofovir
Acyclovir,Melanoma,2.738168954849243,test,acyclovir
Pargyline,Lung Neoplasms,2.738132238388061,test,pargyline
Probenecid,Colonic Neoplasms,2.737638473510742,test,probenecid
nickel monoxide,Lung Neoplasms,2.73716402053833,test,nickel monoxide
Penicillin G Procaine,Lung Neoplasms,2.7371249198913574,test,penicillin g procaine
Betamethasone,Colonic Neoplasms,2.7370541095733643,test,betamethasone
Pregabalin,Stomach Neoplasms,2.737001180648804,test,pregabalin
Acrolein,Urinary Bladder Neoplasms,2.736924409866333,test,acrolein
Vorinostat,Stomach Neoplasms,2.7368533611297607,test,vorinostat
Doxorubicin,Mesothelioma,2.736643075942993,train,doxorubicin
Serotonin,Stomach Neoplasms,2.7364377975463867,test,serotonin
Epinephrine,Glioblastoma,2.7363767623901367,test,epinephrine
Rivastigmine,Lung Neoplasms,2.7353227138519287,test,rivastigmine
Ibuprofen,Sarcoma,2.734958410263061,test,ibuprofen
Erythromycin,Stomach Neoplasms,2.734782457351685,test,erythromycin
Nicardipine,Stomach Neoplasms,2.73476791381836,test,nicardipine
Ivermectin,Colonic Neoplasms,2.7343621253967285,train,ivermectin
"Piperacillin, Tazobactam Drug Combination",Lung Neoplasms,2.734253168106079,test,"piperacillin, tazobactam drug combination"
Cyproheptadine,Lung Neoplasms,2.733754396438598,test,cyproheptadine
Atracurium,Lung Neoplasms,2.733584403991699,test,atracurium
quinupristin-dalfopristin,Lung Neoplasms,2.733354330062866,test,quinupristin-dalfopristin
Auranofin,Colonic Neoplasms,2.7330145835876465,test,auranofin
imidacloprid,Colonic Neoplasms,2.732450246810913,test,imidacloprid
trichostatin A,Lung Neoplasms,2.732365131378174,train,trichostatin a
morin,Lung Neoplasms,2.73211407661438,test,morin
balsalazide,Lung Neoplasms,2.7319858074188232,test,balsalazide
Triamcinolone Acetonide,Melanoma,2.7313363552093506,test,triamcinolone acetonide
pterostilbene,"Carcinoma, Hepatocellular",2.730670690536499,train,pterostilbene
Prednisolone,Esophageal Neoplasms,2.730331420898437,test,prednisolone
posaconazole,Lung Neoplasms,2.730039119720459,train,posaconazole
Pimozide,Lung Neoplasms,2.72999906539917,test,pimozide
Metoprolol,Colonic Neoplasms,2.729905128479004,test,metoprolol
Ethinyl Estradiol-Norgestrel Combination,Colonic Neoplasms,2.7295117378234863,test,ethinyl estradiol-norgestrel combination
Codeine,Stomach Neoplasms,2.7290637493133545,test,codeine
Pantoprazole,Stomach Neoplasms,2.728915214538574,test,pantoprazole
Prednisolone,"Carcinoma, Hepatocellular",2.7287347316741943,train,prednisolone
Pemoline,Melanoma,2.7286951541900635,test,pemoline
quinupristin-dalfopristin,Melanoma,2.728389024734497,test,quinupristin-dalfopristin
esorubicin,Stomach Neoplasms,2.728198766708374,train,esorubicin
Diethylnitrosamine,"Carcinoma, Hepatocellular",2.7276816368103027,train,diethylnitrosamine
Dimethylnitrosamine,Lung Neoplasms,2.727330684661865,val,dimethylnitrosamine
Dactinomycin,Melanoma,2.7269480228424072,train,dactinomycin
Diazepam,Glioblastoma,2.726677894592285,train,diazepam
Diclofenac,Colonic Neoplasms,2.726228952407837,train,diclofenac
Pergolide,"Carcinoma, Hepatocellular",2.725896120071411,test,pergolide
Codeine,Urinary Bladder Neoplasms,2.725806474685669,test,codeine
Propofol,Esophageal Neoplasms,2.7257630825042725,test,propofol
Dinitrochlorobenzene,Lung Neoplasms,2.725749254226685,test,dinitrochlorobenzene
vinclozolin,Stomach Neoplasms,2.725278377532959,test,vinclozolin
Dexamethasone,Pheochromocytoma,2.7251453399658203,test,dexamethasone
Dexamethasone,Cholangiocarcinoma,2.7249057292938232,train,dexamethasone
Ovalbumin,Melanoma,2.72481632232666,test,ovalbumin
enocitabine,Melanoma,2.724756956100464,test,enocitabine
"Asbestos, Crocidolite",Lung Neoplasms,2.724382162094116,train,"asbestos, crocidolite"
Phlorhizin,Lung Neoplasms,2.724212408065796,test,phlorhizin
olaquindox,Lung Neoplasms,2.724016666412353,test,olaquindox
Ozone,Esophageal Neoplasms,2.7236597537994385,test,ozone
Dibutyl Phthalate,Colonic Neoplasms,2.7236521244049072,test,dibutyl phthalate
Fluvastatin,Colonic Neoplasms,2.723539113998413,test,fluvastatin
Domperidone,Colonic Neoplasms,2.723534107208252,test,domperidone
U 0126,"Carcinoma, Hepatocellular",2.723505973815918,train,u 0126
Atorvastatin,Esophageal Neoplasms,2.723439216613769,test,atorvastatin
Tolvaptan,Lung Neoplasms,2.723263740539551,test,tolvaptan
8-Hydroxy-2'-Deoxyguanosine,Lung Neoplasms,2.723220109939575,test,8-hydroxy-2'-deoxyguanosine
Trinitrobenzenesulfonic Acid,Melanoma,2.7231523990631104,test,trinitrobenzenesulfonic acid
Furosemide,Uterine Cervical Neoplasms,2.7228565216064453,test,furosemide
Imipramine,Colonic Neoplasms,2.7228329181671143,test,imipramine
Amiodarone,Esophageal Neoplasms,2.7227816581726074,test,amiodarone
Acrolein,"Carcinoma, Hepatocellular",2.7221879959106445,test,acrolein
